"date","tmed","tmax","tmin","rhum","vmax","vmed","prec","slp"
1985-11-07,9.6,15.6,4.4,75,4.1,0.5,0,1010.4
1985-11-08,6.6,10.9,4.2,89,2.9,0,0,1017.2
1985-11-09,8.9,9.8,8.5,90,NA,0,0.3,1019.3
1985-11-10,9.6,10.4,8.9,92,NA,0,3,1011.9
1985-11-11,10.4,16,9.2,89,5.1,4.1,0,1006.5
1985-11-12,8.4,10,7.2,92,6,2.5,20.1,1008.5
1985-11-13,7.9,10.7,6.7,87,8,3,17,1006.3
1985-11-14,6.8,12.2,3.1,53,8,3.1,0,1019.7
1985-11-15,3.6,9.5,-1.7,70,4.1,0.5,0,1030.6
1985-11-16,2.2,6,0.2,90,6,0.8,0,1029.8
1985-11-17,1.8,7,-2.3,81,NA,0,0,1028.9
1985-11-18,2.2,3.7,0.2,78,2.9,0.4,0,1023.1
1985-11-19,2.8,4.4,0.5,81,14,2,0.5,1017.5
1985-11-20,2.7,4.3,0.6,96,NA,0,17,1009.2
1985-11-21,2.9,3.7,1.5,93,2.9,0.4,5.1,1010.1
1985-11-22,2.3,4,0.5,95,5.1,1.1,18,1015.2
1985-11-23,3.8,5.3,1.8,96,2.9,0.4,14,1016.6
1985-11-24,4.5,6.2,3.5,98,4.1,1.1,2,1014.9
1985-11-25,4.1,5.8,3.4,94,2.9,0.5,0,1008.5
1985-11-26,3.8,6.8,1.2,91,2.9,0.4,0,1005.8
1985-11-27,3.6,4.6,2.7,91,2.9,0.4,0,1008
1985-11-28,2.2,3.4,1.2,93,5.1,1.6,0,1012.6
1985-11-29,-0.2,2.3,-2.7,96,NA,0,0,1020.7
1985-11-30,2.8,4,0.5,90,5.1,1.9,0,1024.8
1985-12-01,5.4,6.8,3.9,85,4.1,0.9,0,1029
1985-12-02,4.9,9,0.9,90,5.1,1.4,0,1032.6
1985-12-03,7.5,9.2,5,89,4.1,0.5,0,1031.4
1985-12-04,9.5,17.6,7.4,93,NA,0,0,1031.2
1985-12-05,7.8,8.1,7.2,94,NA,0,0,1027.2
1985-12-06,8.2,9.2,7,94,2.9,0.4,1,1021.6
1985-12-07,8.3,9.1,7.9,95,NA,0,0.3,1020.8
1985-12-08,8.1,8.9,7.6,94,NA,0,1,1019.1
1985-12-09,8.3,8.9,7.9,95,NA,0,4.1,1019.1
1985-12-10,8.1,8.3,7.8,93,NA,0,4.6,1016.6
1985-12-11,5.9,8,3.9,92,NA,0,0.5,1019.6
1985-12-12,3,7.6,0.1,89,4.1,1,0,1026
1985-12-13,1.6,5.2,-0.6,88,6,2.5,0,1029.7
